,Year,Month,Day,Hour,Temp,Dew,Hum,Pres,File,Zone Name,Name,Area,u-Value (Roof),Heat Capacity,Winter Typical:Heat Flow
0,1986,1,5,1,-5.4,-7.7,82,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,400.2
1,1986,1,5,2,-6.9,-8.4,88,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,544.5
2,1986,1,5,3,-6.6,-7.9,89,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,645.0
3,1986,1,5,4,-8.2,-10.7,80,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,727.5
4,1986,1,5,5,-7.9,-10.2,82,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,785.5
5,1986,1,5,6,-8.2,-10.6,81,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,824.0
6,1986,1,5,7,-8.2,-10.7,80,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,851.5
7,1986,1,5,8,-8.4,-11.0,79,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,864.0
8,1986,1,5,9,-6.7,-9.7,77,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4452.0
9,1986,1,5,10,-5.3,-9.2,71,95100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5700.0
10,1986,1,5,11,-3.8,-8.9,64,94900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6764.0
11,1986,1,5,12,-1.7,-8.2,57,94800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-7716.0
12,1986,1,5,13,-0.6,-9.1,48,94600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-8210.0
13,1986,1,5,14,-0.4,-7.3,56,94300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-8090.0
14,1986,1,5,15,0.2,-8.3,49,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-7710.0
15,1986,1,5,16,-1.4,-7.5,59,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6612.0
16,1986,1,5,17,-2.5,-8.0,62,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5988.0
17,1986,1,5,18,-2.4,-8.5,59,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5744.0
18,1986,1,5,19,-2.4,-8.6,59,94000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5576.0
19,1986,1,5,20,-4.2,-7.5,75,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3694.0
20,1986,1,5,21,-2.9,-7.2,69,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-955.5
21,1986,1,5,22,-2.7,-6.8,70,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-522.5
22,1986,1,5,23,-2.9,-6.5,74,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-169.4
23,1986,1,5,24,-2.9,-5.5,80,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,84.4
24,1986,1,6,1,-2.7,-4.9,83,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,404.0
25,1986,1,6,2,-2.6,-4.9,82,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,575.5
26,1986,1,6,3,-2.7,-5.1,82,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,721.5
27,1986,1,6,4,-2.1,-5.4,76,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,870.5
28,1986,1,6,5,-2.8,-5.5,80,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,963.0
29,1986,1,6,6,-2.6,-5.4,79,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1019.0
30,1986,1,6,7,-2.8,-5.2,82,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1059.0
31,1986,1,6,8,-2.4,-5.0,80,94200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1084.0
32,1986,1,6,9,-1.4,-3.7,82,94100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3858.0
33,1986,1,6,10,-0.4,-3.6,77,94300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4700.0
34,1986,1,6,11,-0.8,-1.9,91,94400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4960.0
35,1986,1,6,12,-0.3,-0.8,96,94400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5140.0
36,1986,1,6,13,-0.1,-0.6,96,94400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5216.0
37,1986,1,6,14,0.6,0.1,96,94500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5196.0
38,1986,1,6,15,1.3,0.1,92,94500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5110.0
39,1986,1,6,16,1.7,-1.1,81,94600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4990.0
40,1986,1,6,17,0.8,-0.7,89,94700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4880.0
41,1986,1,6,18,0.6,-1.2,87,94700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4824.0
42,1986,1,6,19,0.1,-3.5,74,94800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4776.0
43,1986,1,6,20,0.3,-3.6,73,94900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3028.0
44,1986,1,6,21,0.5,-2.7,77,94900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-401.5
45,1986,1,6,22,0.4,-2.3,80,95000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-8.22
46,1986,1,6,23,0.2,-2.0,84,95000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,297.8
47,1986,1,6,24,-0.4,-1.9,88,95100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,571.0
48,1986,1,7,1,-0.5,-1.9,89,95100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,792.5
49,1986,1,7,2,-0.3,-2.2,85,95100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,944.5
50,1986,1,7,3,-0.1,-1.4,90,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1113.0
51,1986,1,7,4,-1.5,-3.9,82,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1226.0
52,1986,1,7,5,-1.0,-2.9,85,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1280.0
53,1986,1,7,6,-0.6,-2.8,83,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1305.0
54,1986,1,7,7,-1.2,-4.0,79,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1331.0
55,1986,1,7,8,-0.8,-3.1,83,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1344.0
56,1986,1,7,9,-1.4,-3.7,82,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1168.0
57,1986,1,7,10,0.0,-3.3,76,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,647.5
58,1986,1,7,11,0.4,-3.3,74,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,274.0
59,1986,1,7,12,0.8,-3.6,70,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,277.0
60,1986,1,7,13,1.2,-2.9,72,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,117.56
61,1986,1,7,14,1.1,-3.8,67,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-381.0
62,1986,1,7,15,1.4,-3.9,65,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-694.5
63,1986,1,7,16,1.7,-4.5,61,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-415.0
64,1986,1,7,17,-2.0,-3.6,87,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,541.5
65,1986,1,7,18,-3.0,-4.0,92,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,910.5
66,1986,1,7,19,-3.4,-4.7,90,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1011.5
67,1986,1,7,20,-3.9,-5.1,90,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1070.0
68,1986,1,7,21,-4.6,-5.4,93,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1110.0
69,1986,1,7,22,-5.4,-6.7,89,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1136.0
70,1986,1,7,23,-6.5,-7.9,89,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1149.0
71,1986,1,7,24,-5.9,-7.6,86,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1142.0
72,1986,1,8,1,-7.4,-8.0,95,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1137.0
73,1986,1,8,2,-8.2,-9.2,92,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1133.0
74,1986,1,8,3,-9.1,-9.9,93,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1119.0
75,1986,1,8,4,-9.4,-10.2,93,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1091.0
76,1986,1,8,5,-7.1,-8.0,92,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1038.0
77,1986,1,8,6,-6.0,-7.1,91,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,973.5
78,1986,1,8,7,-5.6,-6.3,94,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,920.0
79,1986,1,8,8,-5.2,-5.9,94,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,875.0
80,1986,1,8,9,-5.4,-5.9,96,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,789.5
81,1986,1,8,10,-5.0,-5.6,95,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,579.5
82,1986,1,8,11,-4.6,-5.4,93,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,201.6
83,1986,1,8,12,-4.6,-5.5,93,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,189.8
84,1986,1,8,13,-4.2,-5.6,89,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-210.8
85,1986,1,8,14,-4.2,-5.3,91,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-178.5
86,1986,1,8,15,-3.5,-5.9,81,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,208.5
87,1986,1,8,16,-3.8,-5.8,84,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,383.0
88,1986,1,8,17,-3.6,-5.2,87,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,494.5
89,1986,1,8,18,-3.8,-4.9,91,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,522.5
90,1986,1,8,19,-3.8,-5.3,88,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,530.5
91,1986,1,8,20,-4.1,-5.3,90,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,528.0
92,1986,1,8,21,-4.2,-5.4,90,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,516.5
93,1986,1,8,22,-4.2,-5.6,89,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,501.5
94,1986,1,8,23,-4.5,-5.5,92,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,486.2
95,1986,1,8,24,-4.7,-5.3,95,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,471.5
96,1986,1,9,1,-4.6,-5.5,93,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,457.2
97,1986,1,9,2,-4.8,-5.7,93,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,437.2
98,1986,1,9,3,-4.8,-5.7,93,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,414.5
99,1986,1,9,4,-4.8,-5.7,93,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,393.5
100,1986,1,9,5,-4.8,-5.7,93,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,370.5
101,1986,1,9,6,-4.7,-5.3,95,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,347.5
102,1986,1,9,7,-4.4,-5.3,93,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,324.0
103,1986,1,9,8,-4.4,-5.3,93,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,303.8
104,1986,1,9,9,-4.4,-5.3,93,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5864.0
105,1986,1,9,10,-3.9,-4.7,93,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6692.0
106,1986,1,9,11,-3.9,-4.7,93,95900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6916.0
107,1986,1,9,12,-3.4,-4.1,94,96000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-7068.0
108,1986,1,9,13,-2.7,-3.9,90,96000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-7124.0
109,1986,1,9,14,-2.6,-3.9,90,95900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-7084.0
110,1986,1,9,15,-2.8,-4.3,88,96000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6964.0
111,1986,1,9,16,-2.7,-4.2,88,96000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6810.0
112,1986,1,9,17,-2.8,-3.9,91,96100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6664.0
113,1986,1,9,18,-3.1,-3.7,95,96200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6580.0
114,1986,1,9,19,-3.3,-4.0,94,96200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6510.0
115,1986,1,9,20,-3.4,-3.7,97,96400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4220.0
116,1986,1,9,21,-3.4,-4.0,95,96500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-786.5
117,1986,1,9,22,-3.6,-3.8,98,96500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-447.0
118,1986,1,9,23,-3.7,-3.9,98,96600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-222.1
119,1986,1,9,24,-3.8,-3.8,100,96600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-70.75
120,1986,1,10,1,-3.7,-3.9,98,96700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,40.94
121,1986,1,10,2,-3.7,-3.9,98,96700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,120.6
122,1986,1,10,3,-3.7,-3.9,98,96800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,180.5
123,1986,1,10,4,-3.4,-3.8,97,96900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,225.1
124,1986,1,10,5,-3.6,-4.1,96,96900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,259.0
125,1986,1,10,6,-3.6,-3.8,98,96900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,283.0
126,1986,1,10,7,-3.6,-3.8,98,96900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,299.2
127,1986,1,10,8,-3.1,-4.4,90,97000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,308.2
128,1986,1,10,9,-3.3,-4.6,90,97000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5348.0
129,1986,1,10,10,-2.3,-4.3,84,97000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6150.0
130,1986,1,10,11,-2.0,-4.1,84,97000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6380.0
131,1986,1,10,12,-2.1,-3.7,87,97000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6524.0
132,1986,1,10,13,-1.7,-3.0,90,96900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6572.0
133,1986,1,10,14,-1.2,-2.5,90,96800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6532.0
134,1986,1,10,15,-0.8,-2.2,89,96800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6416.0
135,1986,1,10,16,-0.6,-2.0,89,96700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6256.0
136,1986,1,10,17,-0.9,-1.6,94,96700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6116.0
137,1986,1,10,18,-0.8,-1.4,95,96600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6030.0
138,1986,1,10,19,-0.7,-1.6,93,96600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5970.0
139,1986,1,10,20,-1.0,-1.9,93,96600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3914.0
140,1986,1,10,21,-0.9,-1.8,93,96500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-831.5
141,1986,1,10,22,0.2,-2.1,83,96400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-450.8
142,1986,1,10,23,-0.2,-0.7,96,96200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-133.2
143,1986,1,10,24,0.7,0.2,96,96100,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,157.0
144,1986,1,11,1,1.1,0.6,96,96000,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,289.8
145,1986,1,11,2,1.7,1.5,99,95900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,381.2
146,1986,1,11,3,3.3,3.1,99,95900,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,438.2
147,1986,1,11,4,4.2,3.3,94,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,480.8
148,1986,1,11,5,4.5,3.6,94,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,520.0
149,1986,1,11,6,4.7,3.8,94,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,552.5
150,1986,1,11,7,4.6,3.7,94,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,582.5
151,1986,1,11,8,4.4,3.5,94,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,609.5
152,1986,1,11,9,4.2,3.4,95,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4650.0
153,1986,1,11,10,4.1,3.2,94,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5452.0
154,1986,1,11,11,4.4,3.5,94,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5670.0
155,1986,1,11,12,3.9,3.1,95,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5812.0
156,1986,1,11,13,3.7,3.0,95,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5852.0
157,1986,1,11,14,3.5,2.9,96,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5812.0
158,1986,1,11,15,2.1,1.9,99,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5692.0
159,1986,1,11,16,1.8,1.6,99,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5536.0
160,1986,1,11,17,1.5,1.1,97,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5400.0
161,1986,1,11,18,0.8,0.5,98,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5330.0
162,1986,1,11,19,0.7,0.2,96,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5270.0
163,1986,1,11,20,0.9,0.2,95,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3398.0
164,1986,1,11,21,1.0,0.5,96,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-569.0
165,1986,1,11,22,2.2,0.0,85,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-151.9
166,1986,1,11,23,2.4,0.0,84,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,74.5
167,1986,1,11,24,2.3,-0.1,84,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,291.0
168,1986,1,12,1,1.8,-0.2,86,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,494.2
169,1986,1,12,2,1.1,-0.2,91,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,695.0
170,1986,1,12,3,0.7,-0.5,91,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,855.5
171,1986,1,12,4,1.0,-0.1,92,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,936.5
172,1986,1,12,5,0.6,0.2,97,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,983.5
173,1986,1,12,6,0.9,0.2,95,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1016.0
174,1986,1,12,7,0.6,0.1,96,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1041.0
175,1986,1,12,8,1.5,0.0,90,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1052.0
176,1986,1,12,9,1.4,-0.3,88,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4094.0
177,1986,1,12,10,1.7,-0.8,83,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5176.0
178,1986,1,12,11,1.4,-0.3,88,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5548.0
179,1986,1,12,12,1.8,-0.4,85,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6210.0
180,1986,1,12,13,2.2,-0.6,81,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6400.0
181,1986,1,12,14,2.1,-1.1,79,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6052.0
182,1986,1,12,15,2.0,-0.9,80,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-6052.0
183,1986,1,12,16,1.8,-1.1,80,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5620.0
184,1986,1,12,17,1.4,-1.1,83,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-5156.0
185,1986,1,12,18,1.3,-0.8,85,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4996.0
186,1986,1,12,19,1.8,-1.6,77,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4916.0
187,1986,1,12,20,0.9,-0.2,92,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3140.0
188,1986,1,12,21,1.2,-1.3,82,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-477.0
189,1986,1,12,22,1.2,-1.9,78,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-20.36
190,1986,1,12,23,0.9,-1.7,81,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,325.5
191,1986,1,12,24,0.7,-1.8,82,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,637.0
192,1986,1,13,1,1.1,-2.3,76,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,848.0
193,1986,1,13,2,0.8,-1.7,82,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1019.5
194,1986,1,13,3,0.8,-1.6,83,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1167.0
195,1986,1,13,4,0.9,-1.7,81,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1234.0
196,1986,1,13,5,1.1,-1.7,80,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1283.0
197,1986,1,13,6,1.2,-1.4,82,95800,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1317.0
198,1986,1,13,7,1.7,-1.5,78,95700,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1335.0
199,1986,1,13,8,1.9,-1.2,79,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,1345.0
200,1986,1,13,9,1.2,0.0,92,95600,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-3490.0
201,1986,1,13,10,0.6,0.1,96,95500,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4350.0
202,1986,1,13,11,0.6,0.6,100,95400,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4620.0
203,1986,1,13,12,0.8,0.6,99,95300,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4810.0
204,1986,1,13,13,1.7,0.7,93,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4896.0
205,1986,1,13,14,2.3,0.9,90,95200,Shape1_2018,Office:3,Office:3:Roof:6,548.0,0.151,548685.4,-4892.0
